Tipo de Violencia o Discriminación;Procuraduria;Año;Edad de la Victima;Pais o Municipio Vivienda Victima;Nivel Educativo Victima;Estado Familiar Victima;VIOLENCIA PATRIMONIAL;VIOLENCIA PSICOLOGICA;VIOLENCIA FISICA;VIOLENCIA SEXUAL;VIOLENCIA ECONOMICA;VIOLENCIA SIMBOLICA;DISCRIMINACIÓN EN LOS DERECHOS ECONOMICOS Y LABORALES;DISCRIMINACIÓN EN EL DERECHO A LA EDUCACIÓN;DISCRIMINACIÓN EN EL DERECHO A LA PARTICIPACIÓN POLITICA;DISCRIMINACIÓN EN EL DERECHO DE PARTICIPACIÓN EN EL DESARROLLO RURAL;DISCRIMINACIÓN EN LOS DERECHOS A LA SALUD Y OTROS DERECHOS SOCIALES Y CULTURALES;Relación con la persona denunciada
Violencia Intrafamiliar;San Salvador;2017;48;SAN SALVADOR;Graduado Universitario;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;48;SAN SALVADOR;Graduado Universitario;Casado(a);1;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;48;SAN VICENTE;5o Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia de Género;La Libertad;2017;49;SANTA TECLA;4o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;49;SAN MARCOS;9o Grado;Casado(a);0;1;0;1;1;0;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;49;SAN SALVADOR;Bachiller;Casado(a);0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;San Salvador;2017;49;SAN SALVADOR;Graduado Universitario;Casado(a);0;0;0;0;0;1;0;0;0;0;0;Compañero(a) de Trabajo
Violencia Intrafamiliar;Ahuachapán;2017;49;AHUACHAPAN;5o Grado;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Cabañas;2017;49;TEJUTEPEQUE;4o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;49;LA LIBERTAD;Sin educación académica;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;San Miguel;2017;49;SAN MIGUEL;Bachiller;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;49;CIUDAD DELGADO;Técnico;Divorciado(a);0;1;0;0;0;1;0;0;0;0;0;Tio(a) de
Violencia Intrafamiliar;San Salvador;2017;49;MEJICANOS;Bachiller;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;49;PANCHIMALCO;9o Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;49;SAN MARTIN;Bachiller;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;49;SAN SALVADOR;Bachiller;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;49;SAN SALVADOR;Bachiller;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;49;SAN SALVADOR;Graduado Universitario;Casado(a);0;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;49;SANTA ANA;3er. Año de Bachillerato;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia de Género;La Paz;2017;50;ZACATECOLUCA;Sin educación académica;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Vicente;2017;50;SAN CAYETANO ISTEPEQUE;2o Grado;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Vecino(a)
Violencia de Género;San Vicente;2017;50;SAN LORENZO;2o Grado;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;Santa Ana;2017;50;CHALCHUAPA;Egresado Universitario;Soltero(a);1;1;0;1;0;0;0;0;0;0;0;Subalterno(a)
Violencia Intrafamiliar;Ahuachapán;2017;50;AHUACHAPAN;2o Grado;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Ahuachapán;2017;50;AHUACHAPAN;6o Grado;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Suegra(o) de el
Violencia Intrafamiliar;Cabañas;2017;50;ILOBASCO;2o Grado;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;50;COLON;9o Grado;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Libertad;2017;50;JICALAPA;Sin educación académica;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;50;SAN JUAN OPICO;9o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Unión;2017;50;LA UNION;3er. Año de Bachillerato;Soltero(a);0;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;50;OSICALA;Graduado Doctorado;Casado(a);1;1;0;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Miguel;2017;50;SAN MIGUEL;Sin educación académica;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;50;SAN VICENTE;Bachiller;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;50;CANDELARIA DE LA FRONTERA;8o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Usulután;2017;50;USULUTAN;2o. Año de Bachillerato;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Hermano(a)
Violencia Intrafamiliar;Usulután;2017;50;USULUTAN;Bachiller;Divorciado(a);0;1;1;1;0;0;0;0;0;0;0;Es compañero(a) de vida de
Discriminación;Santa Ana;2017;51;SANTA ANA;Egresado Universitario;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia de Género;Chalatenango;2017;51;EL SALVADOR;Sin educación académica;Casado(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;51;LA LIBERTAD;6o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;51;LA LIBERTAD;Bachiller;Casado(a);0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;51;SOYAPANGO;9o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia de Género;San Salvador;2017;51;SOYAPANGO;9o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia Intrafamiliar;Ahuachapán;2017;51;TACUBA;4o Grado;Unión no matrimonial;0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;51;TACUBA;4o Grado;Unión no matrimonial;1;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Cabañas;2017;51;SENSUNTEPEQUE;Bachiller;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;51;SAN JOSE VILLANUEVA;Bachiller;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;51;SAN SALVADOR;Bachiller;Casado(a);1;1;1;1;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;La Libertad;2017;51;SANTA TECLA;Graduado Universitario;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;51;OLOCUILTA;6o Grado;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;51;OLOCUILTA;6o Grado;Casado(a);1;1;1;0;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Miguel;2017;51;SAN MIGUEL;Egresado Universitario;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Es madre de
Violencia Intrafamiliar;San Salvador;2017;51;AYUTUXTEPEQUE;Cursando Universidad;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;51;SAN SALVADOR;4o Grado;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;51;SAN SALVADOR;8o Grado;Viudo(a);1;1;0;0;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Salvador;2017;51;SAN SALVADOR;8o Grado;Viudo(a);1;1;0;0;1;0;0;0;0;0;0;Suegra(o) de el
Violencia Intrafamiliar;San Salvador;2017;51;SAN SALVADOR;9o Grado;Divorciado(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;San Vicente;2017;51;SAN LORENZO;3er Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;51;TECOLUCA;6o Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Usulután;2017;51;USULUTAN;9o Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Expareja
Discriminación;Usulután;2017;52;USULUTAN;Graduado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Jefe(a)
Violencia de Género;Ahuachapán;2017;52;AHUACHAPAN;Sin educación académica;Divorciado(a);0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;Ahuachapán;2017;52;AHUACHAPAN;Sin educación académica;Divorciado(a);0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;Cabañas;2017;52;SENSUNTEPEQUE;4o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Sobrino(a)
Violencia de Género;Chalatenango;2017;52;CHALATENANGO;1er Grado;Casado(a);0;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;Chalatenango;2017;52;EL SALVADOR;Sin educación académica;Casado(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Miguel;2017;52;MONCAGUA;4o Grado;Casado(a);1;1;0;1;0;0;0;0;0;0;0;Suegra(o) de el
Violencia de Género;San Miguel;2017;52;MONCAGUA;4o Grado;Casado(a);1;1;0;1;0;0;0;0;0;0;0;Yerno de
Violencia de Género;San Salvador;2017;52;EL SALVADOR;Graduado Universitario;Soltero(a);0;1;0;0;0;1;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;San Salvador;2017;52;EL SALVADOR;Graduado Universitario;Soltero(a);0;1;0;0;0;1;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;52;MEJICANOS;Técnico;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia Intrafamiliar;Cabañas;2017;52;ILOBASCO;6o Grado;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Cabañas;2017;52;SENSUNTEPEQUE;4o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Chalatenango;2017;52;CONCEPCION QUEZALTEPEQUE;Sin educación académica;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;52;COLON;Bachiller;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Paz;2017;52;ZACATECOLUCA;2o. Año de Bachillerato;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Unión;2017;52;LA UNION;6o Grado;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Morazán;2017;52;SOCIEDAD;1er Grado;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Hermano(a)
Violencia Intrafamiliar;San Salvador;2017;52;MEJICANOS;9o Grado;Casado(a);0;0;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;52;MEJICANOS;9o Grado;Casado(a);0;0;0;0;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Salvador;2017;52;SAN SALVADOR;2o Grado;Casado(a);1;1;0;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;52;SAN SALVADOR;Graduado Universitario;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia Intrafamiliar;San Salvador;2017;52;TONACATEPEQUE;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia de Género;La Libertad;2017;53;SANTA TECLA;3er Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;53;SAN SALVADOR;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia Intrafamiliar;La Paz;2017;53;OLOCUILTA;6o Grado;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Hermano(a)
Violencia Intrafamiliar;San Salvador;2017;53;SAN SALVADOR;Bachiller;Divorciado(a);0;1;1;0;0;0;0;0;0;0;0;Cuñado(a)
Violencia de Género;San Salvador;2017;54;MEJICANOS;Sin educación académica;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Jefe(a)
Violencia de Género;San Salvador;2017;54;SAN SALVADOR;Graduado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Jefe(a)
Violencia de Género;Usulután;2017;54;CONCEPCION BATRES;Técnico;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Jefe(a)
Violencia Intrafamiliar;La Paz;2017;54;ZACATECOLUCA;Sin educación académica;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;54;AYUTUXTEPEQUE;2o Grado;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Hermano(a)
Violencia Intrafamiliar;San Vicente;2017;54;SAN VICENTE;9o Grado;Casado(a);0;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;54;SAN VICENTE;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Yerno de
Violencia Intrafamiliar;San Vicente;2017;54;SANTO DOMINGO;6o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;San Vicente;2017;54;SANTO DOMINGO;6o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;54;TEXISTEPEQUE;Egresado Universitario;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia de Género;Cabañas;2017;55;TEJUTEPEQUE;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Vecino(a)
Violencia de Género;La Libertad;2017;55;QUEZALTEPEQUE;Sin educación académica;Unión no matrimonial;0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;55;SAN SALVADOR;5o Grado;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia de Género;San Salvador;2017;55;SOYAPANGO;Graduado Maestría;Soltero(a);0;1;0;0;1;0;0;0;1;0;0;Jefe(a)
Violencia Intrafamiliar;La Paz;2017;55;SAN RAFAEL OBRAJUELO;Sin educación académica;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;55;ZACATECOLUCA;Bachiller;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;55;SAN VICENTE;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Hermano(a)
Violencia Intrafamiliar;San Vicente;2017;55;TECOLUCA;Sin educación académica;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;La Libertad;2017;56;LA LIBERTAD;6o Grado;Soltero(a);1;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;56;SANTA TECLA;9o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;Es hijo(a) de
Violencia de Género;La Libertad;2017;56;SANTA TECLA;Sin educación académica;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Unión;2017;56;LA UNION;Egresado Universitario;Casado(a);0;1;0;0;0;0;0;0;1;0;0;Compañero(a) de Trabajo
Violencia Intrafamiliar;Cabañas;2017;56;SENSUNTEPEQUE;9o Grado;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Chalatenango;2017;56;CHALATENANGO;Egresado Universitario;Casado(a);0;1;0;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Chalatenango;2017;56;CHALATENANGO;Egresado Universitario;Casado(a);0;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;56;SAN PEDRO MASAHUAT;3er Grado;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;56;CIUDAD DELGADO;Bachiller;Divorciado(a);0;0;0;0;0;0;1;1;1;0;0;Subalterno(a)
Violencia Intrafamiliar;San Salvador;2017;56;SAN SALVADOR;Bachiller;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Hermano(a)
Violencia Intrafamiliar;San Salvador;2017;56;SAN SALVADOR;Graduado Universitario;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia de Género;La Libertad;2017;57;QUEZALTEPEQUE;3er Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;57;SANTA TECLA;Graduado Universitario;Divorciado(a);0;1;0;0;1;0;0;0;0;0;1;N/D
Violencia de Género;La Libertad;2017;57;SANTA TECLA;Sin educación académica;Casado(a);0;1;1;0;0;0;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;57;SAN SALVADOR;9o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;San Salvador;2017;57;SAN SALVADOR;Egresado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Ahuachapán;2017;57;AHUACHAPAN;Sin educación académica;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;57;SANTA TECLA;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Morazán;2017;57;SANTIAGO DE MARIA;Bachiller;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;57;EL SALVADOR;Bachiller;Divorciado(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;57;SAN SALVADOR;2o. Año de Bachillerato;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;57;SAN SALVADOR;7o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Vecino(a)
Violencia de Género;San Salvador;2017;58;MEJICANOS;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Salvador;2017;58;SAN SALVADOR;2o. Año de Bachillerato;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia de Género;San Salvador;2017;58;SAN SALVADOR;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Vecino(a)
Violencia Intrafamiliar;Cabañas;2017;58;SENSUNTEPEQUE;Egresado Universitario;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Cabañas;2017;58;SENSUNTEPEQUE;Sin educación académica;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Chalatenango;2017;58;CHALATENANGO;Egresado Universitario;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;Morazán;2017;58;CORINTO;3er. Año de Bachillerato;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;58;SAN SALVADOR;3er Grado;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;58;SANTA TECLA;Graduado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia Intrafamiliar;San Vicente;2017;58;SAN VICENTE;6o Grado;Casado(a);0;1;0;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;58;SANTA ANA;2o Grado;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Es madre de
Violencia de Género;La Libertad;2017;59;COLON;2o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;59;LA LIBERTAD;Sin educación académica;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Salvador;2017;59;SAN SALVADOR;Graduado Universitario;Viudo(a);0;1;0;1;0;0;0;0;0;0;0;N/D
Violencia de Género;San Vicente;2017;59;SAN VICENTE;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Hermano(a)
Violencia de Género;Santa Ana;2017;59;SANTA ANA;4o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;Chalatenango;2017;59;DULCE NOMBRE DE MARIA;2o Grado;Soltero(a);1;1;1;1;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Unión;2017;59;SANTA ROSA DE LIMA;Sin educación académica;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;59;SAN SALVADOR;7o Grado;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;59;SAN VICENTE;Sin educación académica;Casado(a);0;1;0;1;0;0;0;0;0;0;0;Esposo(a)
Violencia de Género;La Unión;2017;60;SAN ALEJO;1er Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;San Salvador;2017;60;SAN RAMON;4o Grado;Sin Seleccionar;1;0;0;0;0;0;0;0;0;0;1;Cuñado(a)
Violencia de Género;San Salvador;2017;60;SAN RAMON;4o Grado;Sin Seleccionar;1;0;0;0;0;0;0;0;0;0;1;Es hijo(a) de
Violencia de Género;San Salvador;2017;60;SAN RAMON;4o Grado;Sin Seleccionar;1;1;0;0;0;0;0;0;0;0;0;Cuñado(a)
Violencia de Género;San Salvador;2017;60;SAN RAMON;4o Grado;Sin Seleccionar;1;1;0;0;0;0;0;0;0;0;0;Es hijo(a) de
Violencia de Género;San Vicente;2017;60;SAN LORENZO;3er Grado;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;60;SANTA TECLA;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Libertad;2017;60;SANTA TECLA;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;60;SANTA TECLA;Bachiller;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;60;SANTA TECLA;Graduado Universitario;Divorciado(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;60;AGUILARES;2o Grado;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Es hijo(a) de
Violencia Intrafamiliar;San Salvador;2017;60;CUSCATANCINGO;Graduado Universitario;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;60;SAN SALVADOR;9o Grado;Casado(a);0;1;0;1;0;0;0;0;0;0;0;Vecino(a)
Violencia Intrafamiliar;San Salvador;2017;60;SAN SALVADOR;Bachiller;Divorciado(a);1;1;1;0;0;0;0;0;0;0;0;Es madre de
Violencia Intrafamiliar;San Salvador;2017;60;SAN SALVADOR;Egresado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;60;TONACATEPEQUE;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Hermano(a)
Violencia de Género;San Salvador;2017;61;SAN SALVADOR;Graduado Universitario;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia Intrafamiliar;Ahuachapán;2017;61;AHUACHAPAN;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Suegra(o) de el
Violencia Intrafamiliar;San Salvador;2017;61;EL SALVADOR;8o Grado;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;61;SANTOTOMAS;2o Grado;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;62;SAN JUAN OPICO;Sin educación académica;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;62;SAN CRISTOBAL;Sin educación académica;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Es primo(a) de
Violencia Intrafamiliar;Cabañas;2017;63;SENSUNTEPEQUE;3er Grado;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;Santa Ana;2017;63;SANTA ANA;2o Grado;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Sobrino(a)
Violencia de Género;San Salvador;2017;64;CIUDAD DELGADO;Bachiller;Casado(a);0;1;0;1;0;0;0;0;0;0;0;otro
Violencia de Género;Santa Ana;2017;65;ZARAGOZA;Sin educación académica;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;San Salvador;2017;65;MEJICANOS;6o Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;65;MEJICANOS;6o Grado;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Sonsonate;2017;65;SONSONATE;4o Grado;Casado(a);1;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;66;ZACATECOLUCA;3er Grado;Soltero(a);0;0;0;1;0;0;0;0;0;0;0;Vecino(a)
Violencia Intrafamiliar;San Salvador;2017;66;SAN SALVADOR;9o Grado;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Suegra(o) de el
Violencia Intrafamiliar;Santa Ana;2017;66;SANTA ANA;2o. Año de Bachillerato;Viudo(a);0;1;0;0;0;0;0;0;0;0;0;otro
